SENTIMIENTO DEFINITIVO,TWEET
NEGATIVO,1398718039558926342-#Sucesos Presentadora de TV asegura que el escritor William Shakespeare murió 'tras recibir vacuna antiCOVID' https://t.co/7bzU8GwBxX
NEGATIVO,"1360588106534170626-""Reino Unido es uno de los países con más muertos por covid-19 del mundo y el NHS"
POSITIVO,1283621592845746181-Que buenas charlas
NEUTRO,1373482397942087680-En Ignacio Esteva 48 entre Tagle y Cano como todos los fines de semana están en fiesta
NEUTRO,1318906568729972737-Hola 33 https://t.co/MKwXBDkPCr
NEUTRO,1246136466004156419-Mañana tendremos este interesante ejercicio de apoyo colectivo! Última llamada! https://t.co/hiEWl7HdRh#Crisis #puebla #eneagrama #COVID19mx  #webinario #Webinars #sesiongratuita https://t.co/3hdkzh0rYG
NEUTRO,1289282663950348289-@CiroGomezL CiroTe propongo una forma de compararnos vs el mundo en covid 130 millones de mexicanos somos el 1.78 % de población total46
NEGATIVO,1245374399647109121-Tengo dolor de garganta
NEGATIVO,1272893218988986368-@lopezdoriga Bueno pero es @HLGatell no le pidas demasiado mejor pregúntenle de la fuerza moral de su patrón
NEGATIVO,1331266921677910034-Oigan no se supone que Alfaro se las jactaba del gobernador más responsable de México y era el mesías salvador del COVID para Jalisco? Bueno...no parece eso justo ahora.
NEUTRO,1261854989921579009-#Distrito04 del @INECoahula  🖥️ Así funcionará la expedición de #ConstanciasDigitales
NEUTRO,1327773707427737602-@selenaxunnie @PopCrave Quintanilla?
NEUTRO,1352654566756642816-@CarlosLoret @evafloresr @latinus_us Si los gobiernos estatales
NEUTRO,1245091675246125058-Momentos de cuarentona...no! De cuarentena!🤭🤭😂😍🌹💓💋 https://t.co/mlReniY28X
NEUTRO,1280343816042512384-Y ustedes están listos mentalmente para cuando salgan positivo de COVID?
NEGATIVO,1356702233073696775-Siendo la segunda ocasión que resulta contagiado de #Covid19
NEGATIVO,1344459328422518785-#LordVacuna El médico que inyectó a toda su familia usando influencias https://t.co/YYyH6gsGhg vía @La Otra Opinión
POSITIVO,1343211494553640965-En el Día Internacional de la Preparación ante las Epidemias
NEUTRO,1426323205866852355-Así la tarde antes de que llegara la tormenta 🙄#FelizViernesATodos #Paris2024 #CuidarteEsCuidarnos #UsaCubrebocas #vaccinated #COVID19 https://t.co/DiUBfxx4Gj
POSITIVO,1334932240548196358-#Internacional Las vacunas son una parte importante de la lucha contra el #COVID19
NEGATIVO,1384502866572836866-@CarlosLoret @HLGatell A ese hocicon
POSITIVO,1259359515377430529-@Ricar_peralta @CarlosLoret @HLGatell Ahora sí abrazos para todos los del palacio nacional!
NEUTRO,1259306613891948544-@Calvargi @brasildjs @ManuelVegaMX @ROLFICOMPAFUEGO @GhostWritter15 @LarisMiRu @covidpunk @DigiTesla @LolitaLopez85 @AlanPonce_ @plcs_Galan @Gabbicha_rueda @estanislaojr @Mexican65915089 @svegaf @JLo_RxG @DesarrolloGIS @Beengfui @jo52170739 @Joel51193159 @adnware @JesZer2 @SrFloyd7 @jjibr1981 @Valenlicder @blkalexmx @Emisan10029731 @pejeland @espartaco_II @DylanDark11 @jimontijo @JoDaSu85 @dianaor03327112 @AlonsoEscobed15 @MinekoKia @flyndamx @SonorasinPRI @coronasec @CharlieTerroris @pal4s_atenea @raulmena70 @LaPolaca2020 @iris70444046 @Lizinia_ @invasor100 @JLo_RxM @ZoilaReyna10 @FernandoValdesP @alvaro_delgado @SEDENAmx Mi estimado Analfaburro
NEUTRO,1437920718965157891-La FNERRR exige vacunas para menores de edad.
NEGATIVO,1345376955059716098-@Dafneconefe En mi trabajo el dia 31 no fueron 4 por síntomas de covid
NEGATIVO,1440019392121737221-@Marierocket Weee… yo también me puse muy mal en el último de Acapulco. Ya se me salió de control y me dan crisis horribles y te juro que por eso huí de CDMX estos días
NEUTRO,"1334198394865086467-""now yetCOVID-19: determinaron en qué momento de la enfermedad hay más riesgo de transmitir el virus - Infobae https://t.co/JfH3gXdsSL"""
NEGATIVO,1262119253928542214-Alguien que faltó a sus clase de Química y no sabe cómo se hace una vacuna 🙄🤦🏻‍♂️
POSITIVO,1255906531213803521-En chihuahua se extreman medidas sanitarias.. al entrar en los supermercados
POSITIVO,1257764388112646146-✅#ValoraAQuienTeCuida🛡️ #HéroesCOVID19👩🏼‍⚕️👨‍⚕️  #SéFuerte🇲🇽 https://t.co/V6aG741oVq
NEUTRO,1276277768049889287-@ixzeltrivera Tienes covid?
NEUTRO,1450831633880436741-@DIANA_INFO7 Hola buen diaQue vacuna es?
NEGATIVO,1275031720853680129-@MetropolServic2 @gambusinoegremy @lord_inario @CarlosLoret Crisis a nivel Mundial!!!Tu apreciación Golpista sale Sobrando
NEUTRO,1271815370081538049-@JesusRCuevas @HLGatell @WHO Ahí les encargo si tienen por allí algún tweet de apoyo para que me lo manden
POSITIVO,1353809262166777856-#Covid_19 sigamos realizando las medidas sanitarias de cada uno de nosotros
NEUTRO,1375609061803180042-@ElMaderense12 @LillyTellez @HLGatell https://t.co/QSdouyzgJG
POSITIVO,1284633287869313025-@JJDiazMachuca @HLGatell Ese día lo disfrutaremos al máximo
POSITIVO,1431334469571649548-Gracias a Siiau que me entrenó para registrarme en 30 segundos para mí vacuna! ☺️🥰 💉
NEUTRO,1253524953405837313-Cuarentena time :( https://t.co/HFgduLd8dR
NEUTRO,1268418334502068224-susanazabaleta no se le va vivo hlgatell 😂😂😂😂 en Queretaro https://t.co/xqdzMM3pyd
NEUTRO,1265649915855806465-Después de la contingencia
NEUTRO,1261290901512630272-Urge uno terminando esta cuarentena👨🏻‍🍳🇲🇽😎🧔🏻🧔🏻🤤 https://t.co/bgUxG16DEJ
NEUTRO,1322370067850551296-Covid o dengue😔🤔?
NEGATIVO,1248823223007019010-Entonces también multiplicamos por 8 los muertos por #NeumoniaAtipica ?  Yo no le aplaudo
NEUTRO,1252390557130715137-Día quién sabe de cuarentena leyendo “A History of Infamy” de Pablo Piccato. Veo “David Hume” donde dice “David Hockney Polaroid collage”. Esto tiene que ser sínthome de algo
POSITIVO,1435243238210764809-Mis Mejores Tiktok 2021#FelizMartes #MartesDeGanarSeguidores#MartesMusicales#September2021#tiktokers#TikTok#Video#Vacunate#YouTube#BuenosDias#Parati#like#5G#NoSoyBot#Algoritmo#RedesSociales#Suscríbete#AlMomento#BREAKING#ULTIMAHORA#CDMXhttps://t.co/jDPFGf3L5G
NEUTRO,1340001009112731648-Rojo pandemia  #NuevaFotoDePerfil https://t.co/afvLXVsAIU
NEGATIVO,1401231942465503242-#VotaEsAhoraONunca #LigaDeGuerreros #OposicionUnida #CorijamosElRumbo #DondeEstanLasVacunas #NohayGobierno #AtoleConElDedo #TransformacionDe4Ta #FueraMonrealDelSenado #MentirasDeCuarta #YaCholeCulparAlPasado #UnVioladorNoSeraGobernador #ApagonAMorena #NiUnVotoAMorena
NEUTRO,1359655676218396672-#SEPOcultaRezago Es urgente que esos datos se den a conocer
NEUTRO,1250975701877940224-Lo consecuencia de esta cuarentena es que me quiera comprar una motooo 🥴
NEGATIVO,1245182751755599872-Ya me pinte la pela#pinchecuarentena
POSITIVO,1266864586826715138-Algo bueno que hicieron acá en Chihuahua durante esta pandemia; fue instalar estos lavabos en la zona centro. Que la verdad
NEGATIVO,1391511831257178116-Esto no se ha acabado. Al gobierno de López Obrador le vale le vale la salud de la gente… Hoy es momento de cuidarte tu solo y cuidar a tu familia. #UsaCubrebocas No estes en lugares concurridos y cerrados. #COVIDー19
NEUTRO,1260569395774066695-¡Compra tu promo! 😋 Si no puedes venir pídela y nosotros te la llevamos 📲🚴🏻‍♂️ https://t.co/qE8P5QOvcU 😉 #DonJamón #ComeTorta #Veracruz #BocaDelRío #Comida #Food #BuenMiércoles #QuedateEnCasa               #YoMeQuedoEnCasa #COVID19mx https://t.co/ftOqS25mmS
NEGATIVO,1286371409703211008-@_VicenteSerrano @EPN @HLGatell Amarillismo en videos Groseros
NEGATIVO,1287290072673316866-@DraMedelPalma @HLGatell @victor_suarez Si no usan no cubrebocas
NEUTRO,1296920665988030466-@Andres_Vaca_ Con descuento por la pandemia? 🤔🤔🤪🤪
NEGATIVO,"1412010972487766019-""Parafraseando a Barbosa: """"lo castigó Dios"""".Artista que fue mal mexicano al final de su vida. Acompañó al violador Salgado Macedonio en contra del INE y apoyó al cuatroté de #ElCacas e irónicamente ferece por la Covid-19 (vacunado).QEPD un chairo rabioso y solovino purasangre."""
NEUTRO,1424596204374134784-Su teorías conspirativas de las vacunas
NEGATIVO,1271457586689093633-Buenos días mis virusas 💅🏽. Otro día más sin ser hijo de Carlos Slim 😔😩
NEUTRO,"1254853717645377536-""Se me empañan los lentes"
NEGATIVO,1461729338412482571-En países del primer mundo el movimiento antivacuna vs Covid parece ganar terreno y no es sano para ninguna sociedad.Gran crónica desde Alemania de @dianaegomez : La nueva ola de antivacunas en #Alemania https://t.co/iLVu5u28Pt
NEGATIVO,1284492711068745728-@EnriqueAlfaroR @HLGatell Es fácil echar la culpa a otros.Y no asumir la responsabilidad que le corresponde.La decisión que tome y los resultados serán responsabilidad de usted.No se haga pendejo
POSITIVO,1382445447826968579-@lajornadaonline Los médicos son inteligentes y no van a prestarse a qué los utilicen políticamente
NEUTRO,"1349859707276599297-""Pruebas rápidas de covid-19 en Soriana: así es su nuevo servicio https://t.co/2t8Hi3YCum vía @Milenio"""
NEGATIVO,1271819095013560320-@JLozanoA @HLGatell @El_Universal_Mx @HLGatell esta jugando con la población
NEGATIVO,1263254408592269312-@ActualidadRT Todo se genera en China.. tecnología.. tsunamis.. virus.. pandemia y lo que falta por venir...
NEGATIVO,1322182396884766722-@RuidoEnLaRed Funcionario de Pacotilla y Chapulin
POSITIVO,1397242347767926788-Mamá vacunada 🥰
NEGATIVO,"1345392431647350784-""Increíble que dejen de vacunar para """"tomar el puente""""... Realmente patético."""
NEUTRO,1293070037616648193-@_taxista_regio_ no ames ya sabía. cómo iba a estar el borlote por el covid 😱😱
NEUTRO,"1352289985710465024-""@bola9_ Todo el mundo sabe que """"la madre"""" de la vacuna se tira."""
NEUTRO,1260934638651891712-@juliomayoagosto @rociojimenez15 Solo si el semáforo en la entidad está en verde . Se permitirá la reanudación de clases presenciales https://t.co/qLPeJvl8Ww
NEUTRO,1399309090225102852-Cuando te llevan a la vacuna y no sabes 🤣🤣🤣🙈 https://t.co/R5psyiuItc
NEUTRO,1306662824425320450-Seguramente La compra de equipo médico la harán a los proveedores consentidos al hijo de Bartlet
POSITIVO,1360317963447005188-@PartidoMorenaMx luchando con la vacuna y la salud de los mexicanos
NEUTRO,1321577784334905344-La cuarentena lo nuevo
POSITIVO,1378703826279141376-¡Felices Pascuas de Resurrección Familia Motolinía!#Motoliníaxalapa #SoyCatólico #DomingoDePascua #semanasanta #Xalapa #QuedateEnCasaYa https://t.co/clathryfKB
NEGATIVO,1372611182771662855-@Miguel_Angel_FS @lximenezfyvie Vacunas falsas? Jajajja solo los chairos bar lo creen
NEUTRO,"1288959078073540610-""Como presidente de la Red Mexicana de Municipios por la Salud"
NEUTRO,1279094347808550914-@SritaMaga Un COVID?
NEUTRO,1265363423845650434-@GusVillegas  ah! la cuarentena me puso a recapitular
NEUTRO,1411115802837897224-2 hrs en el bosque con los perros
NEGATIVO,1269875528535871488-No puedo con la gente ignorante que sale a pedas
NEGATIVO,1310087581028278272-Que hueva las personas que suben fotos estando de fiesta y tomando.Atte: mi envidia y encierro.
POSITIVO,1407327393044443136-#PulsoNoticias @RadioEducacion El registro para personas de 30 a 39 años para vacunación contra #COVID19 en México ha comenzado. Hay que entrar a la página https://t.co/ioP1LX72lm 🎙📻 🎧 https://t.co/83FSvgPqaL
NEUTRO,1335253898416828418-@jlpreciadob De las cuales 50% son vacuna y 50% placebo.
NEUTRO,1285208706645401601-Mi reacción cuando un médico
NEGATIVO,1402725779092512782-@bereaguilarv @or_nc @HLGatell Ya lo era. Por eso lo echó a la calle Calderon hace unos años.Ahhh
NEGATIVO,1334700541436436480-@bbva que tontería que en esta época de pandemia me obliguen a mantener un saldo mínimo de $4
NEUTRO,1433188841721155586-@PeraltaIsidoro @AnaLiliaHerrera @LauraBarreraF Buenas tardes
NEUTRO,1358262317331353603-Un concentrador de oxígeno es un equipo médico que por medio de la electricidad logra administrar a un paciente una mayor relación de oxigeno por volumen
NEUTRO,1270218610103840768-#enventa #tapetesanitizador #tapetesdesinfectantes #contingenciasanitaria #nuevanormalidad $590.00 @En_laDelValle @ColDelValleBJ @ColDelValleBJ @coldelvallecdmx @AdolfoPrietoVec @AmpliNapoles Entregas a convenir. Este tapete se puede seguir utilizando aún sin contingencia. https://t.co/VQppK6uoyU
NEUTRO,1264645356207386624-Las pruebas limitadas y los desafíos en la atribución de la causa de muerte significan que el número de muertes confirmadas puede No ser un recuento exacto del número verdadero de muertes por #COVID19 #México #QuédateEnCasa https://t.co/CPXGRnc3eT
NEUTRO,1289587698404122624-@MaluMicher @diegosinhue @HLGatell @Desde_Izquierda @MorenaSenadores @Redes_MORENA @MorenaEnGto @MorenaCrece @Somos4T_ @legisladores4T @4TGuanajuato @4Transformacion @M_ProgresistaMX A mi si. Que se vaya
NEUTRO,1247234543960166402-Acordó ponerse en ciertos puntos de la ciudad entre jueves
NEGATIVO,1257170449743728645-estoy triste pq quiero coger y no se puede pq hay cuarentenaaaa🥺
POSITIVO,"1283495856440659969-""10 Cosas que tienes que saber sobre el covid 191.- El cubrebocas es una herramienta de prevención que evita que las personas expulsen virus al medio ambiente y también que ingresen al cuerpo"
NEUTRO,1353074561365864451-La neta sobre la vacuna Covid 19 explicado super sencilloEl mejor el Dr. Fauci ! 🤟😀https://t.co/rN6vADq4jn
NEUTRO,1285636645438533632-Razón por la que la sintomatología se presenta diferente en cada paciente.
NEGATIVO,1281259416189382656-El inepto @HLGatell dice que la velocidad de contagio disminuyó justo cuando se vuelve a tener récord de contagios
POSITIVO,1248650172889849857-Cada uno de los negocios locales de nuestras comunidades son importantes activadores de la economía. 💱#QuédateEnCasa y consume local para apoyar a cada una de las y los microempresarios que son afectados en tiempos de contingencia. #ATuBarrioLoRespaldas. https://t.co/ARm5akVodU
POSITIVO,1279433918635216905-#LenguasdeSeñas como Desastres de entretenimiento; #intérpretes de Lengua de señas se han convertido en celebridades de las redes sociales durante coronavirus. Pero señas / interpretar no es una forma de entretenimiento; debe servir para  salvar vidas.
NEGATIVO,1357133865941258240-Así de claro:“La pandemia agarró a la economía mal parada
NEUTRO,1315102159776681984-PRÓXIMAMENTE CONFERENCIA DE #tanatología#FuneralesSanIsidro #Covid19 #Coronavirus#PongaSuCorazónEnLasManosDeDiosÉlHaráElResto ®️ https://t.co/IkJKxporZc
POSITIVO,1376342907704197125-#vacunaedomex primero nuestros adultos mayores si se puede
NEGATIVO,"1346884709918380032-""@HLGatell puede tener un buen currículum pero lo daño el poder"
POSITIVO,1300120315352281089-Hace un año fui a Chiapas y les puedo decir que es un estado muy bonito y eso que me hizo falta recorrerlo. (No vi quetzales ni jaguares pero sí personas muy agradables).Creo será buena idea que sea el próximo destino para recorrerlo bien terminando la pandemia.
NEGATIVO,1382506604063563779-@MiguelABP @DrParvovirusB19 Pues es que la UCI esta bien cochina!
NEGATIVO,1246962935894867968-Quien le dice que decir? Quien se atreve a APOYARLO? a decirle que no está bien lo que difunde. Pareciera necedad senil todo lo que vemos y escuchamos. #peje #COVID19
POSITIVO,1412408712665391105-🗣 Inicia registro de vacunación covid para mayores de 18 años https://t.co/vKq64aYYBU vía @Milenio
NEUTRO,1258053161505263620-@ChinoSanchezLov nos cuenta datos curiosos de nuestro sencillo #11 “La Muralla Verde” #DiscoLOV  #LosOchentaViven #GrupoLOV #YoSoyLOV #FelizMiercoles #cuarentena #QuedateEnCasa https://t.co/WnVAm2D9E8
NEUTRO,1279485828973166593-@galvanochoa @el_pais Te aplicaras a ti mismo la cuarentena inmediata  por lo que escribiste  en forma tan soez? https://t.co/tt23dXDOdq
NEUTRO,1350865748277661703-@HLGatell Cómo es el programa de vacunación cuando
NEGATIVO,1247159418287837186-Lamento mucho el fallecimiento del Dr Ricardo Jiménez
POSITIVO,1248679099377291267-Gracias en verdad por dedicarme de su tiempo en escribir
NEUTRO,"1267432751969587202-""La Jefa @Claudiashein no pudo antes"
NEUTRO,1296508779115294722-@PopCrave @esthelaramirez que bonito que lo hace ahora por ella
POSITIVO,1378360959073419265-Activación por parte de los trabajadores del @GobCDMX Felicitaciones a @Claudiashein por la logística impresionante en los centros de vacunación https://t.co/WObXnZf4Ei
NEUTRO,1249955460863741953-@jgnaredo @ApariciiEduardo @HLGatell Lelo diarrea?
POSITIVO,1398702567937413122-@A_ausdenRuthen Gracias al presidente que más mexicanos ha vacunado y como dices eligiendo vacuna
NEGATIVO,1292571104913944576-@TUaez @MartitaPRG Pues olvida tus sueños guajiros éste señor nos lleva a lo peor
NEGATIVO,1250800040496381952-Todos tan productivos esta cuarentena y yo sólo he barrido y trapeado. H e l p
NEGATIVO,"1316086470512308224-""❗️ El estudio que realiza la farmacéutica Johnson &amp; Johnson sobre la vacuna contra el covid-19 ha sido suspendido debido a una enfermedad inexplicable que presentó uno de los participantes"
